Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Impressions,Clicks,CTR,Installs,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,af_complete_registration (Unique users),af_complete_registration (Event counter),af_complete_registration (Sales in USD),af_purchase (Unique users),af_purchase (Event counter),af_purchase (Sales in USD),app_id,app_name,app_platform,report_type
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp291-2Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1105,707,0.6398,1,0.0014,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp297-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,25320,19485,0.7695,21,0.0011,42,0,0.0000,400.0000,N/A,N/A,19.0476,N/A,10,10,0.0,2,2,400.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp298-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,49462,42610,0.8615,51,0.0012,90,0,0.0000,1200.0000,N/A,N/A,23.5294,N/A,34,35,0.0,6,6,1200.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp299-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,9667,6555,0.6781,9,0.0014,18,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,4,4,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp311-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,235,213,0.9064,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp312-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,9,1,0.1111,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp313-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,162,137,0.8457,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp314-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,141,121,0.8582,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp164-4Mb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,2794,967,0.3461,6,0.0062,12,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,2,2,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp165-4Mb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,6480,2171,0.3350,9,0.0041,18,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,6,6,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp166-4Mb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1630,592,0.3632,1,0.0017,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp167-4Mb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1357,444,0.3272,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp168-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,24179,21253,0.8790,24,0.0011,48,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,12,12,0.0,1,1,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp169-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,2669,2322,0.8700,1,0.0004,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp170-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,23329,20448,0.8765,14,0.0007,28,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,7,7,0.0,2,2,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp171-2Eb250s1-Auto-gbvid731d7t1080aaov-FyshermansKey-ios-C8_gbvid731d7t1080aaov_FyshermansKey_Z6FBp8,496,492,0.9919,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp172-2Eb250s1-Auto-gbvid731d7t1080aaov-FyshermansKey-ios-C8_gbvid731d7t1080aaov_FyshermansKey_Z6FBp8,1578,1514,0.9594,2,0.0013,4,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp225-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,99539,56808,0.5707,35,0.0006,64,0,0.0000,121.0000,N/A,N/A,3.4571,N/A,25,25,0.0,9,9,121.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp226-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1788,41,0.0229,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp227-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,6027,497,0.0825,2,0.0040,4,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp228-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1621,32,0.0197,1,0.0313,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp252-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1850,1108,0.5989,4,0.0036,8,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp253-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1419,851,0.5997,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp254-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1360,1103,0.8110,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp255-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,26561,25595,0.9636,28,0.0011,53,0,0.0000,80.0000,N/A,N/A,2.8571,N/A,19,19,0.0,3,3,80.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp257-2Db250s1-Auto-gbvid800d6t1314aenv-FyshermansKey-ios-C8_gbvid800d6t1314aenv_FyshermansKey_Z6FBp8,1293,1286,0.9946,2,0.0016,4,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp258-2Db250s1-Auto-gbvid800d6t1314aenv-FyshermansKey-ios-C8_gbvid800d6t1314aenv_FyshermansKey_Z6FBp8,512,489,0.9551,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp260-2Db250s1-Auto-GBvid601d1t670bev-FyshermansKey-ios-C8_GBvid601d1t670bev_FyshermansKey_Z6FBp8,5236,5214,0.9958,3,0.0006,6,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,3,3,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp261-2Db250s1-Auto-GBvid601d1t670bev-FyshermansKey-ios-C8_GBvid601d1t670bev_FyshermansKey_Z6FBp8,8386,8191,0.9767,12,0.0015,23,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,5,5,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp1-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,2515,815,0.3241,3,0.0037,6,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp2-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,2738,882,0.3221,4,0.0045,8,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,2,2,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp21-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,38,4,0.1053,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp22-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,5,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp23-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,388,86,0.2216,1,0.0116,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp24-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp25-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,73,14,0.1918,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp26-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,153,42,0.2745,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp3-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,946,321,0.3393,3,0.0093,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp4-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,628,201,0.3201,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp5-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,2738,913,0.3335,6,0.0066,10,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp6-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,871,256,0.2939,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp53-2b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,6707,5408,0.8063,5,0.0009,10,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,2,2,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp54-2b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,10931,9082,0.8308,8,0.0009,16,0,0.0000,200.0000,N/A,N/A,25.0000,N/A,3,3,0.0,1,1,200.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp57-2b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,4340,3533,0.8141,4,0.0011,8,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,2,2,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp58-2b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,1728,1435,0.8304,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp59-2b250s1-autoA-GBvid731d2t1295ekv-FyshermansKey-ios-F35_GBvid731d2t1295ekv_FyshermansKey_cxrDBdw8,1133,990,0.8738,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp60-2b250s1-autoA-GBvid731d2t1295ekv-FyshermansKey-ios-F35_GBvid731d2t1295ekv_FyshermansKey_cxrDBdw8,1792,1540,0.8594,2,0.0013,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp1-4b250s1-autoA-GBvid601d1t670ekvn2 -FyshermansKey-ios-F35_GBvid601d1t670ekvn2 _FyshermansKey_cxrDBdw8,4,4,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp1-4b250s1-autoA-GBvid601d1t670ekvn2-FyshermansKey-ios-F35_GBvid601d1t670ekvn2_FyshermansKey_cxrDBdw8,1234,1200,0.9724,2,0.0017,4,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp10-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,9691,9350,0.9648,7,0.0007,14,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,4,4,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp11-4b250s1-autoA-GBvid731d7t670bevn1 -FyshermansKey-ios-F35_GBvid731d7t670bevn1 _FyshermansKey_cxrDBdw8,78,78,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp11-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,2511,2428,0.9669,1,0.0004,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp12-4b250s1-autoA-GBvid731d7t670bevn1 -FyshermansKey-ios-F35_GBvid731d7t670bevn1 _FyshermansKey_cxrDBdw8,10,10,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp12-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,2264,2197,0.9704,2,0.0009,4,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp13-4b250s1-autoA-GBvid601d1t670bev -FyshermansKey-ios-F35_GBvid601d1t670bev _FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp13-4b250s1-autoA-GBvid601d1t670bev-FyshermansKey-ios-F35_GBvid601d1t670bev_FyshermansKey_cxrDBdw8,6149,6070,0.9872,5,0.0008,10,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,4,4,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp14-4b250s1-autoA-GBvid601d1t670bev -FyshermansKey-ios-F35_GBvid601d1t670bev _FyshermansKey_cxrDBdw8,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp14-4b250s1-autoA-GBvid601d1t670bev-FyshermansKey-ios-F35_GBvid601d1t670bev_FyshermansKey_cxrDBdw8,463,454,0.9806,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp15-4b250s1-autoA-GBvid601d1t670bev -FyshermansKey-ios-F35_GBvid601d1t670bev _FyshermansKey_cxrDBdw8,10,10,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp15-4b250s1-autoA-GBvid601d1t670bev-FyshermansKey-ios-F35_GBvid601d1t670bev_FyshermansKey_cxrDBdw8,5875,5743,0.9775,3,0.0005,6,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,3,3,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp16-4b250s1-autoA-GBvid601d1t670bev -FyshermansKey-ios-F35_GBvid601d1t670bev _FyshermansKey_cxrDBdw8,3,3,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp16-4b250s1-autoA-GBvid601d1t670bev-FyshermansKey-ios-F35_GBvid601d1t670bev_FyshermansKey_cxrDBdw8,6300,6151,0.9763,5,0.0008,8,0,0.0000,200.0000,N/A,N/A,40.0000,N/A,4,4,0.0,1,1,200.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp17-4b250s1-autoA-GBvid731d2t1295ekv -FyshermansKey-ios-F35_GBvid731d2t1295ekv _FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp17-4b250s1-autoA-GBvid731d2t1295ekv-FyshermansKey-ios-F35_GBvid731d2t1295ekv_FyshermansKey_cxrDBdw8,5402,5010,0.9274,5,0.0010,9,0,0.0000,200.0000,N/A,N/A,40.0000,N/A,2,2,0.0,1,1,200.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp18-4b250s1-autoA-GBvid731d2t1295ekv -FyshermansKey-ios-F35_GBvid731d2t1295ekv _FyshermansKey_cxrDBdw8,6,6,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp18-4b250s1-autoA-GBvid731d2t1295ekv-FyshermansKey-ios-F35_GBvid731d2t1295ekv_FyshermansKey_cxrDBdw8,5662,5544,0.9792,5,0.0009,8,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,4,4,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp19-4b250s1-autoA-GBvid731d2t1295ekv-FyshermansKey-ios-F35_GBvid731d2t1295ekv_FyshermansKey_cxrDBdw8,686,672,0.9796,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp2-4b250s1-autoA-GBvid601d1t670ekvn2 -FyshermansKey-ios-F35_GBvid601d1t670ekvn2 _FyshermansKey_cxrDBdw8,37,36,0.9730,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
UK,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp2-4b250s1-autoA-GBvid601d1t670ekvn2-FyshermansKey-ios-F35_GBvid601d1t670ekvn2_FyshermansKey_cxrDBdw8,877,866,0.9875,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
