Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Impressions,Clicks,CTR,Installs,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,af_complete_registration (Unique users),af_complete_registration (Event counter),af_complete_registration (Sales in USD),af_purchase (Unique users),af_purchase (Event counter),af_purchase (Sales in USD),app_id,app_name,app_platform,report_type
FR,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp6-4b250s1-autoA-GBspy700d10t1314ekv-FyshermansKey-ios-F35_GBspy700d10t1314ekv_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp8-4b250s1-autoA-GBspy700d10t1314ekv-FyshermansKey-ios-F35_GBspy700d10t1314ekv_FyshermansKey_cxrDBdw8,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp9-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,56,55,0.9821,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM47_BdCWHBjn_fishing_MountQuizmore_0710,5,3,0.6000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM47_BdCWHBjn_fishing_MountQuizmore_2910,4,1,0.2500,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,371,248,0.6685,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GD,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GE,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp170-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp268-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp182-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp271-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp275-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,3,3,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp290-2Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp297-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp54-2b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GG,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp5-4b250s1-autoA-GBspy700d10t1314ekv-FyshermansKey-ios-F35_GBspy700d10t1314ekv_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GH,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp177-4Mb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GH,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp181-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GH,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp184-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GH,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp290-2Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GI,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp185-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GI,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp263-8Mb250s1-Auto-gbvid700d7t670aefv-FyshermansKey-ios-C8_gbvid700d7t670aefv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GI,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp273-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GI,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp297-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GI,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp298-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GM,None,moloco_int,PM47_BdCWHBjn_fishing_MountQuizmore_2910,3,2,0.6667,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp31-4Eb350s1-Auto-GBvid731d7t670ekv-FyshermansKey-ios-Y1_GBvid731d7t670ekv_FyshermansKey_Bj4QhnP6,3,2,0.6667,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp39-4Eb250s1-Auto-gbspyimg708d80t670be-FyshermansKey-ios-Y1_gbspyimg708d80t670be_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp147-2Db250s1-Auto-gbvid731d21t628bev-FyshermansKey-ios-C8_gbvid731d21t628bev_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp185-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,3,3,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp260-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp271-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp273-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp275-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp290-2Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp227-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp11-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp9-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GR,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,6,4,0.6667,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
GS,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp290-2Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp39-4Eb250s1-Auto-gbspyimg708d80t670be-FyshermansKey-ios-Y1_gbspyimg708d80t670be_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp42-4Eb250s1-Auto-gbimg708d5t670ek-FyshermansKey-ios-Y1_gbimg708d5t670ek_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp122-4Mb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp196-4Mb400s1-Auto-gbimg708d36t1110ek-FyshermansKey-ios-C8_gbimg708d36t1110ek_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp197-4Mb400s1-Auto-gbimg710d3t1122zz-FyshermansKey-ios-C8_gbimg710d3t1122zz_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp31-4Eb350s1-Auto-GBvid731d7t670ekv-FyshermansKey-ios-Y1_GBvid731d7t670ekv_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp122-4Mb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp177-4Mb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp267-8Mb250s1-Auto-gbvid601d1t670ekvn2-FyshermansKey-ios-C8_gbvid601d1t670ekvn2_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp290-2Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HR,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HU,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp122-4Mb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HU,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp172-4Mb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HU,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp18-4b250s1-autoA-GBvid731d2t1295ekv-FyshermansKey-ios-F35_GBvid731d2t1295ekv_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HU,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp9-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
HU,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,3,2,0.6667,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ID,None,moloco_int,OMA10_zqQc4sr8_ALX_slot2_sub5,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ID,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ID,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp271-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ID,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp290-2Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,N/A,1,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ID,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp297-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ID,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp168-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ID,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp170-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ID,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp53-2b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
IE,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp269-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
IE,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp31-4Eb350s1-Auto-GBvid731d7t670ekv-FyshermansKey-ios-Y1_GBvid731d7t670ekv_FyshermansKey_Bj4QhnP6,6,1,0.1667,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
IE,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp32-4Eb350s1-Auto-GBvid731d23t669aaov-FyshermansKey-ios-Y1_GBvid731d23t669aaov_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
IE,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp33-4Eb350s1-Auto-GBvid731d23t669ekv-FyshermansKey-ios-Y1_GBvid731d23t669ekv_FyshermansKey_Bj4QhnP6,5,2,0.4000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
IE,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp36-4Eb250s1-Auto-GBimg708d36t1110ek-FyshermansKey-ios-Y1_GBimg708d36t1110ek_FyshermansKey_Bj4QhnP6,6,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
IE,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp37-4Eb250s1-Auto-gbspyimg708d25t628be-FyshermansKey-ios-Y1_gbspyimg708d25t628be_FyshermansKey_Bj4QhnP6,8,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
