Date,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Impressions,Clicks,CTR,Installs,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Cost,Average eCPI,app_id,app_name,app_platform
2025-10-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp226-2Db250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,45,26,0.5778,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp231-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1296,655,0.5054,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp233-2Db250s1-Auto-GBvid601d1t670bev-FyshermansKey-ios-C8_GBvid601d1t670bev_FyshermansKey_Z6FBp8,2699,1326,0.4913,1,0.0008,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp234-2Db250s1-Auto-GBvid601d1t670bev-FyshermansKey-ios-C8_GBvid601d1t670bev_FyshermansKey_Z6FBp8,2077,1012,0.4872,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp225-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,5260,150,0.0285,2,0.0133,4,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp226-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,390,6,0.0154,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp227-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,3,N/A,N/A,0,N/A,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp228-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,3,N/A,N/A,0,N/A,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-15,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,3502,2492,0.7116,15,0.0060,28,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,Organic,None,N/A,N/A,N/A,17,N/A,0,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp76-4Mb350s1-Auto-creogroup5-FyshermansKey-ios-Y1_creogroup5_FyshermansKey_Bj4QhnP6,18,12,0.6667,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp77-2Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,2,1,0.5000,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp81-2Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,6224,6003,0.9645,7,0.0012,14,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp85-2Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1486,1428,0.9610,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,3591,3507,0.9766,10,0.0029,20,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,6198,6010,0.9697,20,0.0033,40,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp185-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,4027,3907,0.9702,5,0.0013,10,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp209-2Eb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,292,284,0.9726,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp232-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,4587,4402,0.9597,7,0.0016,14,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp233-2Db250s1-Auto-GBvid601d1t670bev-FyshermansKey-ios-C8_GBvid601d1t670bev_FyshermansKey_Z6FBp8,1697,1634,0.9629,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp235-2Db250s1-Auto-GBvid601d1t670bev-FyshermansKey-ios-C8_GBvid601d1t670bev_FyshermansKey_Z6FBp8,1390,1317,0.9475,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp236-2Db250s1-Auto-GBvid601d1t670bev-FyshermansKey-ios-C8_GBvid601d1t670bev_FyshermansKey_Z6FBp8,1403,1362,0.9708,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp225-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,8128,691,0.0850,3,0.0043,6,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp227-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,6043,498,0.0824,2,0.0040,4,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp228-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1632,33,0.0202,1,0.0303,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-16,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,3804,3718,0.9774,16,0.0043,32,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,Organic,None,N/A,N/A,N/A,12,N/A,0,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp268-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,754,304,0.4032,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp269-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,8311,3072,0.3696,16,0.0052,30,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,3854,3731,0.9681,11,0.0029,21,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,3858,3742,0.9699,6,0.0016,12,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp185-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,4496,4318,0.9604,7,0.0016,14,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp232-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,4910,4753,0.9680,5,0.0011,8,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp233-2Db250s1-Auto-GBvid601d1t670bev-FyshermansKey-ios-C8_GBvid601d1t670bev_FyshermansKey_Z6FBp8,N/A,N/A,N/A,1,N/A,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp235-2Db250s1-Auto-GBvid601d1t670bev-FyshermansKey-ios-C8_GBvid601d1t670bev_FyshermansKey_Z6FBp8,N/A,N/A,N/A,1,N/A,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp270-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1457,558,0.3830,1,0.0018,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp271-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,8543,3153,0.3691,15,0.0048,24,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp272-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,431,174,0.4037,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp273-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,527,200,0.3795,4,0.0200,8,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp274-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,588,234,0.3980,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp275-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,130,52,0.4000,1,0.0192,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp225-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,7997,1082,0.1353,2,0.0018,4,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-17,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,3138,3029,0.9653,18,0.0059,32,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,Organic,None,N/A,N/A,N/A,22,N/A,0,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp269-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,5514,2049,0.3716,9,0.0044,18,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,4029,3915,0.9717,10,0.0026,20,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,4111,3996,0.9720,9,0.0023,18,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp185-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,4580,4469,0.9758,5,0.0011,10,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp232-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,6209,5989,0.9646,7,0.0012,14,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp271-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,6238,2429,0.3894,13,0.0054,22,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp272-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,24,9,0.3750,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp273-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,4067,1606,0.3949,14,0.0087,27,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp274-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,57,22,0.3860,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp275-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,4653,1837,0.3948,7,0.0038,14,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp225-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,11291,1494,0.1323,3,0.0020,6,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-18,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,3850,3681,0.9561,9,0.0024,18,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-19,None,Organic,None,N/A,N/A,N/A,27,N/A,0,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,4121,3999,0.9704,12,0.0030,24,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,3808,3712,0.9748,10,0.0027,20,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp185-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,3080,2993,0.9718,4,0.0013,8,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp232-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,7395,7045,0.9527,4,0.0006,8,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp271-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,6729,3727,0.5539,7,0.0019,14,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp273-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,5024,2973,0.5918,11,0.0037,20,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp275-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,4712,2774,0.5887,14,0.0050,25,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp225-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,6774,3429,0.5062,1,0.0003,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-19,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,3731,3580,0.9595,11,0.0031,22,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,Organic,None,N/A,N/A,N/A,16,N/A,0,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1981,1916,0.9672,7,0.0037,13,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,2443,2327,0.9525,3,0.0013,6,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp185-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,2092,2041,0.9756,1,0.0005,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp232-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,3454,3240,0.9380,2,0.0006,7,1,0.5000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp257-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1200,1182,0.9850,1,0.0008,0,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp258-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1658,1624,0.9795,2,0.0012,4,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp271-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,4735,2780,0.5871,8,0.0029,15,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp273-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,3715,2396,0.6450,10,0.0042,20,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp275-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,3783,2269,0.5998,12,0.0053,25,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp280-4Eb1500s1o11-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,2229,1644,0.7376,2,0.0012,4,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp225-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1938,1002,0.5170,1,0.0010,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp252-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1757,1047,0.5959,4,0.0038,8,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp253-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1299,790,0.6082,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-20,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,2356,2250,0.9550,5,0.0022,10,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-21,None,Organic,None,N/A,N/A,N/A,14,N/A,0,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-21,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,792,777,0.9811,2,0.0026,4,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-21,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,970,945,0.9742,2,0.0021,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-21,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp185-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,703,687,0.9772,1,0.0015,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-21,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp232-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1878,1806,0.9617,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-21,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp258-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,N/A,1,N/A,0,0.0000,0,0,N/A,N/A,N/A,id6751264734,Fyshermans Key,ios
2025-10-21,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp259-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,645,625,0.9690,1,0.0016,2,0,0.0000,N/A,N/A,id6751264734,Fyshermans Key,ios
